"datasourceId","sourceId","sourceType","outputFrequency","startOfPeriod","endOfPeriod","locationLatitude","locationLongitude","atmPressure1HourMean.raw","atmPressure1HourMean.status","atmPressure1HourMean.value","bcAllSources1HourMean.raw","bcAllSources1HourMean.status","bcAllSources1HourMean.value","bcBiomass1HourMean.raw","bcBiomass1HourMean.status","bcBiomass1HourMean.value","bcFossilFuel1HourMean.raw","bcFossilFuel1HourMean.status","bcFossilFuel1HourMean.value","bcSourcesArray1HourMean.raw","bcSourcesArray1HourMean.status","bcSourcesArray1HourMean.value","bcSpectralArrayIRGBU1HourMean.raw","bcSpectralArrayIRGBU1HourMean.status","bcSpectralArrayIRGBU1HourMean.value","bcSpectralB1HourMean.raw","bcSpectralB1HourMean.status","bcSpectralB1HourMean.value","bcSpectralG1HourMean.raw","bcSpectralG1HourMean.status","bcSpectralG1HourMean.value","bcSpectralIR1HourMean.raw","bcSpectralIR1HourMean.status","bcSpectralIR1HourMean.value","bcSpectralR1HourMean.raw","bcSpectralR1HourMean.status","bcSpectralR1HourMean.value","bcSpectralUV1HourMean.raw","bcSpectralUV1HourMean.status","bcSpectralUV1HourMean.value","co2Conc1HourMean.raw","co2Conc1HourMean.status","co2Conc1HourMean.value","coConc1HourMean.raw","coConc1HourMean.status","coConc1HourMean.value","no2Conc1HourMean.raw","no2Conc1HourMean.status","no2Conc1HourMean.value","no2Conc1HourMeanUkDefraAqi.raw","no2Conc1HourMeanUkDefraAqi.status","no2Conc1HourMeanUkDefraAqi.value","no2Conc1HourMeanUsEpaAqi.raw","no2Conc1HourMeanUsEpaAqi.status","no2Conc1HourMeanUsEpaAqi.value","no2Conc1HourMeanWaDwerAqi.raw","no2Conc1HourMeanWaDwerAqi.status","no2Conc1HourMeanWaDwerAqi.value","noConc1HourMean.raw","noConc1HourMean.status","noConc1HourMean.value","noxConc1HourMean.raw","noxConc1HourMean.status","noxConc1HourMean.value","o3Conc1HourMean.raw","o3Conc1HourMean.status","o3Conc1HourMean.value","o3Conc1HourMeanWaDwerAqi.raw","o3Conc1HourMeanWaDwerAqi.status","o3Conc1HourMeanWaDwerAqi.value","o3ConcNowcast.raw","o3ConcNowcast.status","o3ConcNowcast.value","o3ConcNowcastUsEpaAqi.raw","o3ConcNowcastUsEpaAqi.status","o3ConcNowcastUsEpaAqi.value","pm10ConcMass1HourMean.raw","pm10ConcMass1HourMean.status","pm10ConcMass1HourMean.value","pm10ConcMass1HourMeanWaDwerAqi.raw","pm10ConcMass1HourMeanWaDwerAqi.status","pm10ConcMass1HourMeanWaDwerAqi.value","pm10ConcMass24HourRollingMean.raw","pm10ConcMass24HourRollingMean.status","pm10ConcMass24HourRollingMean.value","pm10ConcMassNowcast.raw","pm10ConcMassNowcast.status","pm10ConcMassNowcast.value","pm10ConcMassNowcastUsEpaAqi.raw","pm10ConcMassNowcastUsEpaAqi.status","pm10ConcMassNowcastUsEpaAqi.value","pm10ConcNum1HourMean.raw","pm10ConcNum1HourMean.status","pm10ConcNum1HourMean.value","pm10ConcNum24HourRollingMean.raw","pm10ConcNum24HourRollingMean.status","pm10ConcNum24HourRollingMean.value","pm1ConcMass1HourMean.raw","pm1ConcMass1HourMean.status","pm1ConcMass1HourMean.value","pm1ConcNum1HourMean.raw","pm1ConcNum1HourMean.status","pm1ConcNum1HourMean.value","pm2_5ConcMass1HourMean.raw","pm2_5ConcMass1HourMean.status","pm2_5ConcMass1HourMean.value","pm2_5ConcMass1HourMeanWaDwerAqi.raw","pm2_5ConcMass1HourMeanWaDwerAqi.status","pm2_5ConcMass1HourMeanWaDwerAqi.value","pm2_5ConcMass24HourRollingMean.raw","pm2_5ConcMass24HourRollingMean.status","pm2_5ConcMass24HourRollingMean.value","pm2_5ConcMass24HourRollingMeanPhDenrAqi.raw","pm2_5ConcMass24HourRollingMeanPhDenrAqi.status","pm2_5ConcMass24HourRollingMeanPhDenrAqi.value","pm2_5ConcMass24HourRollingMeanUkDefraAqi.raw","pm2_5ConcMass24HourRollingMeanUkDefraAqi.status","pm2_5ConcMass24HourRollingMeanUkDefraAqi.value","pm2_5ConcMassNowcast.raw","pm2_5ConcMassNowcast.status","pm2_5ConcMassNowcast.value","pm2_5ConcMassNowcastUsEpaAqi.raw","pm2_5ConcMassNowcastUsEpaAqi.status","pm2_5ConcMassNowcastUsEpaAqi.value","pm2_5ConcNum1HourMean.raw","pm2_5ConcNum1HourMean.status","pm2_5ConcNum1HourMean.value","pm2_5ConcNum24HourRollingMean.raw","pm2_5ConcNum24HourRollingMean.status","pm2_5ConcNum24HourRollingMean.value","relHumidAmbient1HourMean.raw","relHumidAmbient1HourMean.status","relHumidAmbient1HourMean.value","relHumidInternal1HourMean.raw","relHumidInternal1HourMean.status","relHumidInternal1HourMean.value","tVocConc1HourMean.raw","tVocConc1HourMean.status","tVocConc1HourMean.value","temperatureAmbient1HourMean.raw","temperatureAmbient1HourMean.status","temperatureAmbient1HourMean.value","temperatureInternal1HourMean.raw","temperatureInternal1HourMean.status","temperatureInternal1HourMean.value","tspConcMass1HourMean.raw","tspConcMass1HourMean.status","tspConcMass1HourMean.value","windDirection1HourMean.raw","windDirection1HourMean.status","windDirection1HourMean.value","windSpeed1HourMean.raw","windSpeed1HourMean.status","windSpeed1HourMean.value","windVector1HourMean.raw","windVector1HourMean.status","windVector1HourMean.value"
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-28T14:00:00.000Z","2026-05-28T15:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,"calibration-missing",,-1.13,"calibration-missing",,,,,,,,,,,-14.95,"calibration-missing",,-16.07,"calibration-missing",,51.45,"calibration-missing",,51,"calibration-missing",,54.98,"sensor-ready",54.98,50,"sensor-ready",50,2.25,"calibration-missing",,2,"calibration-missing",,9.33,"calibration-missing",,2.77,"calibration-missing",,2,"calibration-missing",,5.19,"sensor-ready",5.19,12.55,"sensor-ready",12.55,1.18,"calibration-missing",,5.04,"sensor-ready",5.04,2.07,"calibrated-ready",4.54,2,"calibrated-ready",5,8.83,"calibrated-ready",6.59,18,"calibrated-ready",13,1,"calibrated-ready",1,2.56,"calibrated-ready",4.86,14,"calibrated-ready",27,5.18,"sensor-ready",5.18,12.52,"sensor-ready",12.52,,,,41.15,"sensor-ready",41.15,,,,,,,26.78,"sensor-ready",26.78,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-28T15:00:00.000Z","2026-05-28T16:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,"calibration-missing",,10.61,"calibration-missing",,1,"calibration-missing",,9,"calibration-missing",,11,"calibration-missing",,-16.24,"calibration-missing",,-5.62,"calibration-missing",,43.38,"calibration-missing",,43,"calibration-missing",,39.05,"sensor-ready",39.05,36,"sensor-ready",36,3.04,"calibration-missing",,3,"calibration-missing",,10.19,"calibration-missing",,4.17,"calibration-missing",,4,"calibration-missing",,5.80,"sensor-ready",5.80,13.25,"sensor-ready",13.25,1.52,"calibration-missing",,5.63,"sensor-ready",5.63,2.89,"calibrated-ready",4.98,3,"calibrated-ready",5,9.69,"calibrated-ready",6.88,19,"calibrated-ready",14,1,"calibrated-ready",1,3.95,"calibrated-ready",5.51,22,"calibrated-ready",31,5.76,"sensor-ready",5.76,13.18,"sensor-ready",13.18,,,,37.86,"sensor-ready",37.86,,,,,,,28.62,"sensor-ready",28.62,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-28T15:00:00.000Z","2026-05-28T16:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,"calibration-missing",,10.37,"calibration-missing",,1,"calibration-missing",,9,"calibration-missing",,10,"calibration-missing",,-16.30,"calibration-missing",,-5.93,"calibration-missing",,36.62,"calibration-missing",,37,"calibration-missing",,30.58,"sensor-ready",30.58,28,"sensor-ready",28,5.31,"calibration-missing",,5,"calibration-missing",,12.85,"calibration-missing",,6.70,"calibration-missing",,6,"calibration-missing",,7.74,"sensor-ready",7.74,17.17,"sensor-ready",17.17,2.63,"calibration-missing",,7.49,"sensor-ready",7.49,4.57,"calibrated-ready",6.04,5,"calibrated-ready",6,12.21,"calibrated-ready",8.54,24,"calibrated-ready",17,2,"calibrated-ready",1,5.97,"calibrated-ready",6.91,33,"calibrated-ready",38,7.68,"sensor-ready",7.68,17.11,"sensor-ready",17.11,,,,39.12,"sensor-ready",39.12,,,,,,,27.01,"sensor-ready",27.01,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-28T15:00:00.000Z","2026-05-28T16:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,"calibration-missing",,-7.01,"calibration-missing",,,,,,,,,,,-15.83,"calibration-missing",,-22.83,"calibration-missing",,34.00,"calibration-missing",,34,"calibration-missing",,33.57,"sensor-ready",33.57,31,"sensor-ready",31,4.17,"calibration-missing",,4,"calibration-missing",,10.01,"calibration-missing",,3.89,"calibration-missing",,3,"calibration-missing",,6.71,"sensor-ready",6.71,11.94,"sensor-ready",11.94,2.35,"calibration-missing",,6.51,"sensor-ready",6.51,3.86,"calibrated-ready",5.49,4,"calibrated-ready",5,9.07,"calibrated-ready",7.18,18,"calibrated-ready",14,1,"calibrated-ready",1,3.63,"calibrated-ready",5.25,20,"calibrated-ready",29,6.66,"sensor-ready",6.66,11.87,"sensor-ready",11.87,,,,39.43,"sensor-ready",39.43,,,,,,,26.28,"sensor-ready",26.28,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-28T15:00:00.000Z","2026-05-28T16:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,"calibration-missing",,2.71,"calibration-missing",,1,"calibration-missing",,2,"calibration-missing",,3,"calibration-missing",,-21.55,"calibration-missing",,-18.84,"calibration-missing",,39.97,"calibration-missing",,40,"calibration-missing",,37.02,"sensor-ready",37.02,34,"sensor-ready",34,1.76,"calibration-missing",,2,"calibration-missing",,8.52,"calibration-missing",,2.66,"calibration-missing",,2,"calibration-missing",,4.28,"sensor-ready",4.28,11.03,"sensor-ready",11.03,0.60,"calibration-missing",,4.15,"sensor-ready",4.15,1.67,"calibrated-ready",4.24,2,"calibrated-ready",4,7.83,"calibrated-ready",6.50,16,"calibrated-ready",13,1,"calibrated-ready",1,2.38,"calibrated-ready",4.54,13,"calibrated-ready",25,4.24,"sensor-ready",4.24,10.95,"sensor-ready",10.95,,,,38.99,"sensor-ready",38.99,,,,,,,28.82,"sensor-ready",28.82,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-28T15:00:00.000Z","2026-05-28T16:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,"calibration-missing",,-1.24,"calibration-missing",,,,,,,,,,,-14.59,"calibration-missing",,-15.83,"calibration-missing",,53.58,"calibration-missing",,54,"calibration-missing",,56.22,"sensor-ready",56.22,54,"sensor-ready",54,1.95,"calibration-missing",,2,"calibration-missing",,8.21,"calibration-missing",,2.36,"calibration-missing",,2,"calibration-missing",,4.52,"sensor-ready",4.52,11.47,"sensor-ready",11.47,0.79,"calibration-missing",,4.38,"sensor-ready",4.38,1.77,"calibrated-ready",4.41,2,"calibrated-ready",4,7.76,"calibrated-ready",6.31,15,"calibrated-ready",13,1,"calibrated-ready",1,2.16,"calibrated-ready",4.71,12,"calibrated-ready",26,4.52,"sensor-ready",4.52,11.45,"sensor-ready",11.45,,,,36.20,"sensor-ready",36.20,,,,,,,28.31,"sensor-ready",28.31,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-28T16:00:00.000Z","2026-05-28T17:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,"calibration-missing",,8.60,"calibration-missing",,1,"calibration-missing",,8,"calibration-missing",,9,"calibration-missing",,-17.00,"calibration-missing",,-8.40,"calibration-missing",,44.43,"calibration-missing",,44,"calibration-missing",,42.33,"sensor-ready",42.33,39,"sensor-ready",39,2.09,"calibration-missing",,2,"calibration-missing",,9.46,"calibration-missing",,3.13,"calibration-missing",,3,"calibration-missing",,4.54,"sensor-ready",4.54,12.60,"sensor-ready",12.60,0.81,"calibration-missing",,4.40,"sensor-ready",4.40,1.95,"calibrated-ready",4.49,2,"calibrated-ready",4,9.02,"calibrated-ready",6.72,18,"calibrated-ready",13,1,"calibrated-ready",1,2.95,"calibrated-ready",5.18,16,"calibrated-ready",28,4.50,"sensor-ready",4.50,12.53,"sensor-ready",12.53,,,,33.83,"sensor-ready",33.83,,,,,,,29.66,"sensor-ready",29.66,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-28T16:00:00.000Z","2026-05-28T17:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,"calibration-missing",,9.53,"calibration-missing",,1,"calibration-missing",,8,"calibration-missing",,10,"calibration-missing",,-19.34,"calibration-missing",,-9.81,"calibration-missing",,36.89,"calibration-missing",,37,"calibration-missing",,34.08,"sensor-ready",34.08,31,"sensor-ready",31,4.99,"calibration-missing",,5,"calibration-missing",,12.16,"calibration-missing",,5.85,"calibration-missing",,5,"calibration-missing",,6.42,"sensor-ready",6.42,16.42,"sensor-ready",16.42,1.91,"calibration-missing",,6.17,"sensor-ready",6.17,3.86,"calibrated-ready",5.79,4,"calibrated-ready",6,11.52,"calibrated-ready",8.40,23,"calibrated-ready",17,1,"calibrated-ready",1,4.92,"calibrated-ready",6.67,27,"calibrated-ready",37,6.36,"sensor-ready",6.36,16.36,"sensor-ready",16.36,,,,34.70,"sensor-ready",34.70,,,,,,,28.62,"sensor-ready",28.62,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-28T16:00:00.000Z","2026-05-28T17:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,"calibration-missing",,-5.13,"calibration-missing",,,,,,,,,,,-12.00,"calibration-missing",,-17.13,"calibration-missing",,36.28,"calibration-missing",,36,"calibration-missing",,30.52,"sensor-ready",30.52,28,"sensor-ready",28,2.34,"calibration-missing",,2,"calibration-missing",,8.38,"calibration-missing",,3.12,"calibration-missing",,3,"calibration-missing",,4.36,"sensor-ready",4.36,10.61,"sensor-ready",10.61,0.59,"calibration-missing",,4.23,"sensor-ready",4.23,2.01,"calibrated-ready",4.51,2,"calibrated-ready",5,7.68,"calibrated-ready",6.77,15,"calibrated-ready",13,1,"calibrated-ready",1,2.82,"calibrated-ready",5.03,16,"calibrated-ready",28,4.32,"sensor-ready",4.32,10.55,"sensor-ready",10.55,,,,36.41,"sensor-ready",36.41,,,,,,,27.94,"sensor-ready",27.94,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-28T16:00:00.000Z","2026-05-28T17:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,"calibration-missing",,3.43,"calibration-missing",,1,"calibration-missing",,3,"calibration-missing",,3,"calibration-missing",,-21.54,"calibration-missing",,-18.12,"calibration-missing",,41.78,"calibration-missing",,42,"calibration-missing",,37.24,"sensor-ready",37.24,34,"sensor-ready",34,1.56,"calibration-missing",,2,"calibration-missing",,7.37,"calibration-missing",,2.11,"calibration-missing",,2,"calibration-missing",,3.89,"sensor-ready",3.89,9.95,"sensor-ready",9.95,0.30,"calibration-missing",,3.78,"sensor-ready",3.78,1.43,"calibrated-ready",4.15,1,"calibrated-ready",4,6.74,"calibrated-ready",6.19,13,"calibrated-ready",12,1,"calibrated-ready",1,1.90,"calibrated-ready",4.34,11,"calibrated-ready",24,3.85,"sensor-ready",3.85,9.88,"sensor-ready",9.88,,,,36.51,"sensor-ready",36.51,,,,,,,28.79,"sensor-ready",28.79,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-28T16:00:00.000Z","2026-05-28T17:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,"calibration-missing",,3.32,"calibration-missing",,1,"calibration-missing",,3,"calibration-missing",,3,"calibration-missing",,-16.04,"calibration-missing",,-12.72,"calibration-missing",,55.13,"calibration-missing",,55,"calibration-missing",,54.93,"sensor-ready",54.93,50,"sensor-ready",50,1.40,"calibration-missing",,1,"calibration-missing",,7.24,"calibration-missing",,1.88,"calibration-missing",,1,"calibration-missing",,4.12,"sensor-ready",4.12,10.50,"sensor-ready",10.50,0.46,"calibration-missing",,4.00,"sensor-ready",4.00,1.29,"calibrated-ready",4.17,1,"calibrated-ready",4,6.82,"calibrated-ready",6.04,14,"calibrated-ready",12,1,"calibrated-ready",1,1.72,"calibrated-ready",4.50,9,"calibrated-ready",25,4.11,"sensor-ready",4.11,10.48,"sensor-ready",10.48,,,,35.25,"sensor-ready",35.25,,,,,,,27.76,"sensor-ready",27.76,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-28T17:00:00.000Z","2026-05-28T18:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,"calibration-missing",,11.89,"calibration-missing",,1,"calibration-missing",,10,"calibration-missing",,12,"calibration-missing",,-18.57,"calibration-missing",,-6.69,"calibration-missing",,42.89,"calibration-missing",,43,"calibration-missing",,45.46,"sensor-ready",45.46,42,"sensor-ready",42,1.56,"calibration-missing",,2,"calibration-missing",,8.82,"calibration-missing",,2.34,"calibration-missing",,2,"calibration-missing",,3.91,"sensor-ready",3.91,11.94,"sensor-ready",11.94,0.41,"calibration-missing",,3.79,"sensor-ready",3.79,1.47,"calibrated-ready",4.22,1,"calibrated-ready",4,8.41,"calibrated-ready",6.56,17,"calibrated-ready",13,1,"calibrated-ready",1,2.21,"calibrated-ready",4.84,12,"calibrated-ready",27,3.87,"sensor-ready",3.87,11.87,"sensor-ready",11.87,,,,31.45,"sensor-ready",31.45,,,,,,,29.49,"sensor-ready",29.49,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-28T17:00:00.000Z","2026-05-28T18:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,"calibration-missing",,10.87,"calibration-missing",,1,"calibration-missing",,9,"calibration-missing",,11,"calibration-missing",,-15.13,"calibration-missing",,-4.27,"calibration-missing",,36.42,"calibration-missing",,36,"calibration-missing",,36.52,"sensor-ready",36.52,33,"sensor-ready",33,3.45,"calibration-missing",,3,"calibration-missing",,11.31,"calibration-missing",,4.65,"calibration-missing",,4,"calibration-missing",,5.70,"sensor-ready",5.70,15.48,"sensor-ready",15.48,1.47,"calibration-missing",,5.53,"sensor-ready",5.53,2.83,"calibrated-ready",5.21,3,"calibrated-ready",5,10.68,"calibrated-ready",8.18,21,"calibrated-ready",16,1,"calibrated-ready",1,3.87,"calibrated-ready",6.06,21,"calibrated-ready",33,5.66,"sensor-ready",5.66,15.42,"sensor-ready",15.42,,,,31.34,"sensor-ready",31.34,,,,,,,28.29,"sensor-ready",28.29,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-28T17:00:00.000Z","2026-05-28T18:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,"calibration-missing",,12.53,"calibration-missing",,1,"calibration-missing",,11,"calibration-missing",,13,"calibration-missing",,-22.23,"calibration-missing",,-9.71,"calibration-missing",,39.04,"calibration-missing",,39,"calibration-missing",,34.70,"sensor-ready",34.70,31,"sensor-ready",31,2.10,"calibration-missing",,2,"calibration-missing",,7.62,"calibration-missing",,2.61,"calibration-missing",,2,"calibration-missing",,4.52,"sensor-ready",4.52,9.83,"sensor-ready",9.83,0.87,"calibration-missing",,4.40,"sensor-ready",4.40,1.82,"calibrated-ready",4.48,2,"calibrated-ready",4,6.93,"calibrated-ready",6.54,14,"calibrated-ready",13,1,"calibrated-ready",1,2.32,"calibrated-ready",4.85,13,"calibrated-ready",27,4.48,"sensor-ready",4.48,9.77,"sensor-ready",9.77,,,,35.32,"sensor-ready",35.32,,,,,,,27.96,"sensor-ready",27.96,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-28T17:00:00.000Z","2026-05-28T18:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,"calibration-missing",,5.05,"calibration-missing",,1,"calibration-missing",,5,"calibration-missing",,5,"calibration-missing",,-23.24,"calibration-missing",,-18.18,"calibration-missing",,39.96,"calibration-missing",,40,"calibration-missing",,36.13,"sensor-ready",36.13,33,"sensor-ready",33,1.63,"calibration-missing",,2,"calibration-missing",,6.67,"calibration-missing",,1.87,"calibration-missing",,1,"calibration-missing",,3.96,"sensor-ready",3.96,9.24,"sensor-ready",9.24,0.37,"calibration-missing",,3.84,"sensor-ready",3.84,1.48,"calibrated-ready",4.20,1,"calibrated-ready",4,6.08,"calibrated-ready",5.97,12,"calibrated-ready",12,1,"calibrated-ready",1,1.69,"calibrated-ready",4.27,9,"calibrated-ready",23,3.92,"sensor-ready",3.92,9.17,"sensor-ready",9.17,,,,35.64,"sensor-ready",35.64,,,,,,,28.95,"sensor-ready",28.95,,,,,,,,,,,,
"DUWLG7270","A43H6HKC","CLARITY_NODE","hour","2026-05-28T17:00:00.000Z","2026-05-28T18:00:00.000Z",40.31557952,-76.89584458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,"calibration-missing",,8.71,"calibration-missing",,1,"calibration-missing",,8,"calibration-missing",,9,"calibration-missing",,-19.21,"calibration-missing",,-10.50,"calibration-missing",,52.98,"calibration-missing",,53,"calibration-missing",,50.44,"sensor-ready",50.44,46,"sensor-ready",46,1.50,"calibration-missing",,2,"calibration-missing",,6.62,"calibration-missing",,1.69,"calibration-missing",,1,"calibration-missing",,4.21,"sensor-ready",4.21,9.82,"sensor-ready",9.82,0.60,"calibration-missing",,4.09,"sensor-ready",4.09,1.41,"calibrated-ready",4.23,1,"calibrated-ready",4,6.21,"calibrated-ready",5.86,12,"calibrated-ready",12,1,"calibrated-ready",1,1.57,"calibrated-ready",4.41,8,"calibrated-ready",24,4.20,"sensor-ready",4.20,9.80,"sensor-ready",9.80,,,,36.35,"sensor-ready",36.35,,,,,,,26.38,"sensor-ready",26.38,,,,,,,,,,,,
"DBFEH9689","A636FW6Q","CLARITY_NODE","hour","2026-05-28T18:00:00.000Z","2026-05-28T19:00:00.000Z",39.98880106,-75.20729697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,"calibration-missing",,14.73,"calibration-missing",,1,"calibration-missing",,13,"calibration-missing",,15,"calibration-missing",,-20.12,"calibration-missing",,-5.39,"calibration-missing",,42.03,"calibration-missing",,42,"calibration-missing",,44.97,"sensor-ready",44.97,41,"sensor-ready",41,1.84,"calibration-missing",,2,"calibration-missing",,8.21,"calibration-missing",,2.09,"calibration-missing",,2,"calibration-missing",,4.18,"sensor-ready",4.18,11.28,"sensor-ready",11.28,0.54,"calibration-missing",,4.05,"sensor-ready",4.05,1.65,"calibrated-ready",4.37,2,"calibrated-ready",4,7.82,"calibrated-ready",6.37,16,"calibrated-ready",13,1,"calibrated-ready",1,1.93,"calibrated-ready",4.71,11,"calibrated-ready",26,4.14,"sensor-ready",4.14,11.22,"sensor-ready",11.22,,,,31.87,"sensor-ready",31.87,,,,,,,28.68,"sensor-ready",28.68,,,,,,,,,,,,
"DGYDF0388","A44MFTF3","CLARITY_NODE","hour","2026-05-28T18:00:00.000Z","2026-05-28T19:00:00.000Z",39.99195745,-75.08114984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,"calibration-missing",,15.89,"calibration-missing",,1,"calibration-missing",,14,"calibration-missing",,16,"calibration-missing",,-13.03,"calibration-missing",,2.86,"calibration-missing",,33.20,"calibration-missing",,33,"calibration-missing",,35.98,"sensor-ready",35.98,32,"sensor-ready",32,3.53,"calibration-missing",,4,"calibration-missing",,10.63,"calibration-missing",,4.09,"calibration-missing",,4,"calibration-missing",,5.72,"sensor-ready",5.72,14.70,"sensor-ready",14.70,1.51,"calibration-missing",,5.55,"sensor-ready",5.55,2.82,"calibrated-ready",5.25,3,"calibrated-ready",5,10.01,"calibrated-ready",7.98,20,"calibrated-ready",16,1,"calibrated-ready",1,3.34,"calibrated-ready",5.77,18,"calibrated-ready",32,5.67,"sensor-ready",5.67,14.64,"sensor-ready",14.64,,,,31.04,"sensor-ready",31.04,,,,,,,28.14,"sensor-ready",28.14,,,,,,,,,,,,
"DSCFB3568","A47HWW6V","CLARITY_NODE","hour","2026-05-28T18:00:00.000Z","2026-05-28T19:00:00.000Z",40.26430100,-76.85122000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,"calibration-missing",,12.79,"calibration-missing",,1,"calibration-missing",,11,"calibration-missing",,13,"calibration-missing",,-23.09,"calibration-missing",,-10.31,"calibration-missing",,29.41,"calibration-missing",,29,"calibration-missing",,30.28,"sensor-ready",30.28,28,"sensor-ready",28,2.50,"calibration-missing",,2,"calibration-missing",,7.23,"calibration-missing",,2.55,"calibration-missing",,2,"calibration-missing",,4.82,"sensor-ready",4.82,9.36,"sensor-ready",9.36,1.07,"calibration-missing",,4.69,"sensor-ready",4.69,2.26,"calibrated-ready",4.66,2,"calibrated-ready",5,6.54,"calibrated-ready",6.40,13,"calibrated-ready",13,1,"calibrated-ready",1,2.29,"calibrated-ready",4.78,12,"calibrated-ready",26,4.79,"sensor-ready",4.79,9.30,"sensor-ready",9.30,,,,36.71,"sensor-ready",36.71,,,,,,,27.73,"sensor-ready",27.73,,,,,,,,,,,,
"DUPVN4322","A93NM49L","CLARITY_NODE","hour","2026-05-28T18:00:00.000Z","2026-05-28T19:00:00.000Z",40.24700813,-76.84699099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,"calibration-missing",,6.26,"calibration-missing",,1,"calibration-missing",,6,"calibration-missing",,6,"calibration-missing",,-24.23,"calibration-missing",,-17.98,"calibration-missing",,36.46,"calibration-missing",,36,"calibration-missing",,34.76,"sensor-ready",34.76,31,"sensor-ready",31,1.70,"calibration-missing",,2,"calibration-missing",,6.34,"calibration-missing",,1.78,"calibration-missing",,1,"calibration-missing",,4.16,"sensor-ready",4.16,8.87,"sensor-ready",8.87,0.53,"calibration-missing",,4.05,"sensor-ready",4.05,1.63,"calibrated-ready",4.26,2,"calibrated-ready",4,5.76,"calibrated-ready",5.84,11,"calibrated-ready",12,1,"calibrated-ready",1,1.66,"calibrated-ready",4.26,9,"calibrated-ready",23,4.13,"sensor-ready",4.13,8.80,"sensor-ready",8.80,,,,36.46,"sensor-ready",36.46,,,,,,,29.01,"sensor-ready",29.01,,,,,,,,,,,,
